"","Application.ID","No.of.times.90.DPD.or.worse.in.last.6.months","No.of.times.60.DPD.or.worse.in.last.6.months","No.of.times.30.DPD.or.worse.in.last.6.months","No.of.times.90.DPD.or.worse.in.last.12.months","No.of.times.60.DPD.or.worse.in.last.12.months","No.of.times.30.DPD.or.worse.in.last.12.months","Avgas.CC.Utilization.in.last.12.months","No.of.trades.opened.in.last.6.months","No.of.trades.opened.in.last.12.months","No.of.PL.trades.opened.in.last.6.months","No.of.PL.trades.opened.in.last.12.months","No.of.Inquiries.in.last.6.months..excluding.home...auto.loans.","No.of.Inquiries.in.last.12.months..excluding.home...auto.loans.","Presence.of.open.home.loan","Outstanding.Balance","Total.No.of.Trades","Presence.of.open.auto.loan","Performance.Tag"
"14402",534845377,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"14411",731473179,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"14452",575203724,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"14553",76348166,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"14574",17854033,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"14595",237816211,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"14596",738120720,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"14598",131442377,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"14637",182542903,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"14663",838383140,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"14671",126994407,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"14683",758013827,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"14723",654773187,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"14760",824269650,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"14774",692419439,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"14804",526178702,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"14831",714394304,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"14987",840991741,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15042",897435103,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15060",373104347,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15067",431093712,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15122",130726109,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,1
"15129",14088275,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15131",202160055,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15136",477683255,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15159",34856375,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15295",11770391,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15319",212615841,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15336",864596822,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15351",801246388,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15410",714846147,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15521",283925440,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15619",346720704,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15718",277436780,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15734",195011360,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15787",42046989,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15796",530925095,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15807",872179571,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15920",71692162,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15963",707978764,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"15965",848322493,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16039",677357049,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16049",479741160,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16061",622400405,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16079",729605026,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16091",878918460,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16123",345629560,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16274",97306630,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16276",805631475,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16358",642765150,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16390",451303811,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16402",121057042,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16452",185612643,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16461",948143893,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16476",979239316,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16488",960656700,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16561",121798487,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16608",471185718,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16643",18680127,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16655",398567611,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16669",815825599,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16670",975246040,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16687",589638660,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16693",242905458,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16704",103792465,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16769",39115712,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16787",310591297,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16833",862992247,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16846",569982637,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16873",840086142,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16882",600085582,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16919",360251556,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"16981",228214821,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17058",324045442,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17085",657181916,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17090",42316515,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17154",546543449,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17170",637497615,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17285",62686904,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17383",859491486,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17424",881765382,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17480",746205462,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17526",957008403,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17553",918338351,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17599",427349579,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17602",665164864,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17603",109338963,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17645",671757214,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17655",312515090,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17664",796162404,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17678",613853603,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17714",441106365,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17794",846492155,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17804",259664649,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17834",404543089,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,1
"17953",523479924,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17969",563428913,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"17983",33590286,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"18056",278408210,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"18082",732799487,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"18107",212917024,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"18201",116869752,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"18303",164950738,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"18304",959046498,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"18319",411397692,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"18334",746044170,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,1
"18421",116834241,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"18450",762461032,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"18462",427895337,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"18480",121800561,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"18488",183423656,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"18585",324750067,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"18629",307399650,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"18678",707474775,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"18714",2147690,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"18735",131332157,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"18760",77569938,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"18822",727793157,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"18927",972089956,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"18968",745899558,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"19051",89572861,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"19134",776489320,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"19304",40016457,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"19417",90808617,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"19600",644402269,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"19624",647592725,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"19627",378352624,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"19628",657561420,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"19637",565149729,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"19649",981318576,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"19722",847464350,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"19810",808328507,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"19861",729723979,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"19959",939058656,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"19976",592220228,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"19987",191568342,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"19990",260054189,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,1
"19991",235087386,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"20452",702614866,0,0,0,0,0,0,NA,0,0,0,0,1,2,NA,NA,0,0,0
"21060",218714058,0,0,0,0,0,0,NA,0,0,0,0,1,3,NA,NA,0,0,0
"21325",736663178,0,0,0,0,0,0,NA,0,0,0,0,1,2,NA,NA,0,0,0
"22198",662119715,0,0,0,0,0,0,NA,0,0,0,0,1,3,NA,NA,0,0,0
"22743",556368087,0,0,0,0,0,0,NA,0,0,0,0,1,3,NA,NA,0,0,0
"22971",760367479,0,0,0,0,0,0,NA,0,0,0,0,1,2,NA,NA,0,0,0
"23084",829283946,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"23110",415232032,0,0,0,0,0,0,NA,0,0,0,0,1,2,NA,NA,0,0,1
"23911",874783934,0,0,0,0,0,0,NA,0,0,0,0,1,3,NA,NA,0,0,0
"24230",117453172,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,1
"25159",874294252,0,0,0,0,0,0,NA,0,0,0,0,2,3,NA,NA,0,0,0
"25803",343704509,0,0,0,0,0,0,NA,0,0,0,0,1,2,NA,NA,0,0,0
"25849",470164270,0,0,0,0,0,0,NA,0,0,0,0,1,2,NA,NA,0,0,0
"26078",166911794,0,0,0,0,0,0,NA,0,0,0,0,1,2,NA,NA,0,0,0
"26103",4287141,0,0,0,0,0,0,NA,0,0,0,0,2,4,NA,NA,0,0,0
"28168",427587624,0,0,0,0,0,0,NA,0,0,0,0,1,3,NA,NA,0,0,0
"28192",773993075,0,0,0,0,0,0,NA,0,0,0,0,1,1,NA,NA,0,0,0
"28513",780094408,0,0,0,0,0,0,NA,0,0,0,0,2,3,NA,NA,0,0,0
"28674",609912804,0,0,0,0,0,0,NA,0,0,0,0,0,3,NA,NA,0,0,0
"28833",691808613,0,0,0,0,0,0,NA,0,0,0,0,2,4,NA,NA,0,0,0
"29072",186583338,0,0,0,0,0,0,NA,0,0,0,0,2,4,NA,NA,0,0,0
"40745",626657043,0,0,0,0,0,0,NA,0,0,0,0,2,3,NA,NA,0,0,0
"42033",241072102,0,0,0,0,0,0,NA,0,0,0,0,1,2,NA,NA,0,0,0
"42236",413752978,0,0,0,0,0,0,NA,0,0,0,0,1,1,NA,NA,0,0,0
"42674",51310669,0,0,0,0,0,0,NA,0,0,0,0,2,2,NA,NA,0,0,1
"42957",263952556,0,0,0,0,0,0,NA,0,0,0,0,2,3,NA,NA,0,0,0
"43534",818409028,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"43674",363282014,0,0,0,0,0,0,NA,0,0,0,0,1,2,NA,NA,0,0,0
"43859",897195362,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,0,0
"44508",389294717,0,0,0,0,0,0,NA,0,0,0,0,1,2,NA,NA,0,0,0
"44650",313402761,0,0,0,0,0,0,NA,0,0,0,0,1,2,NA,NA,0,0,0
"44708",268999172,0,0,0,0,0,0,NA,0,0,0,0,2,3,NA,NA,0,0,0
"44930",87199412,0,0,0,0,0,0,NA,0,0,0,0,1,2,NA,NA,0,0,0
"45737",926395581,0,0,0,0,0,0,NA,0,0,0,0,1,2,NA,NA,0,0,0
"46199",253104378,0,0,0,0,0,0,NA,0,0,0,0,1,3,NA,NA,0,0,0
"46340",557891345,0,0,0,0,0,0,NA,0,0,0,0,2,4,NA,NA,0,0,0
"46420",349780715,0,0,0,0,0,0,NA,0,0,0,0,2,2,NA,NA,0,0,0
"46490",258978659,0,0,0,0,0,0,NA,0,0,0,0,2,3,NA,NA,0,0,0
"49932",141277353,0,0,0,0,0,0,NA,0,0,0,0,2,4,NA,NA,0,0,0
"52027",376991101,0,0,0,0,0,0,NA,0,0,0,0,2,5,NA,NA,0,0,0
"52883",551210649,0,0,0,0,0,0,NA,0,0,0,0,1,2,NA,NA,0,0,0
"66596",12305085,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
"66597",271803904,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66598",395656978,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66599",644224561,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66600",564540428,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66601",924423440,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66602",366909770,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66603",174987811,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66604",537059402,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66605",704954654,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66606",315997697,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66607",733776539,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66608",85539863,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66609",386015114,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66610",262824458,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66611",520470816,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66612",816974942,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66613",517286265,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66614",844022636,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66615",774235246,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66616",312513972,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66617",882540388,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66618",879635970,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66619",158898358,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66620",714863389,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66621",950341438,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66622",115370284,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66623",122113495,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66624",533020761,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66625",380636746,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66626",487391353,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66627",379952819,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66628",967105467,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66629",661550266,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66630",336179234,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66631",849950042,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66632",732771810,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66633",156863132,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66634",730172980,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66635",695853066,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66636",686222806,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66637",642949830,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66638",462298013,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66639",370041184,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66640",944050795,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66641",5169702,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66642",773950215,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66643",2352655,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66644",562493198,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66645",450841096,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66646",111306172,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66647",660730040,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66648",43236600,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66649",956855551,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66650",55381495,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66651",217077227,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66652",35715536,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66653",837990112,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66654",393113608,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66655",625428742,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66656",215197156,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66657",344620331,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66658",208673469,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66659",801709064,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66660",575224680,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66661",419604494,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66662",742170413,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66663",330841616,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66664",558597244,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66665",406770341,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66666",560104449,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66667",243985998,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66668",299151581,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66669",512725804,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66670",466196790,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66671",6855513,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66672",440666038,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66673",594220327,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66674",94656140,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66675",74165261,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66676",781328407,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66677",144078127,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66678",879243048,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66679",861118466,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66680",937166593,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
