"","Application.ID","No.of.times.90.DPD.or.worse.in.last.6.months","No.of.times.60.DPD.or.worse.in.last.6.months","No.of.times.30.DPD.or.worse.in.last.6.months","No.of.times.90.DPD.or.worse.in.last.12.months","No.of.times.60.DPD.or.worse.in.last.12.months","No.of.times.30.DPD.or.worse.in.last.12.months","Avgas.CC.Utilization.in.last.12.months","No.of.trades.opened.in.last.6.months","No.of.trades.opened.in.last.12.months","No.of.PL.trades.opened.in.last.6.months","No.of.PL.trades.opened.in.last.12.months","No.of.Inquiries.in.last.6.months..excluding.home...auto.loans.","No.of.Inquiries.in.last.12.months..excluding.home...auto.loans.","Presence.of.open.home.loan","Outstanding.Balance","Total.No.of.Trades","Presence.of.open.auto.loan","Performance.Tag"
"66681",49957811,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66682",449969900,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66683",137411493,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66684",699599317,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66685",476916542,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66686",62178377,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66687",831030263,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66688",123594725,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66689",613218432,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66690",914650484,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66691",276174850,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66692",609238306,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66693",885529434,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66694",854921384,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66695",826143112,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66696",232138644,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66697",772802888,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66698",757283901,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66699",104020512,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66700",730788257,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66701",875132343,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66702",702379504,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66703",908311977,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66704",844550685,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66705",675160012,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66706",439349083,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66707",196982381,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66708",661036281,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66709",810896817,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66710",562026016,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66711",884462343,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66712",475480765,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66713",298123363,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66714",656888422,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66715",288146274,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66716",645527236,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66717",793014582,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66718",912804714,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66719",451041776,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66720",623795315,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66721",944079081,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66722",532758440,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66723",418395029,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66724",342152800,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66725",615692182,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66726",49855691,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66727",169807642,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66728",358046779,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66729",753660047,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66730",283314758,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66731",705162511,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66732",515928762,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66733",670881696,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66734",110597154,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66735",907838658,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66736",705487352,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66737",66339580,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66738",177276815,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66739",572246336,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66740",507762847,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66741",294084662,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66742",796005243,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66743",722155454,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66744",842408037,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66745",864551882,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66746",535188173,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66747",164502970,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66748",13136972,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66749",445918710,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66750",991548211,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66751",764511233,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66752",937492367,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66753",424715011,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66754",380785399,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66755",537457136,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66756",934654660,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66757",570364529,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66758",388875514,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66759",7279153,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66760",57802540,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66761",704139142,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66762",159834116,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66763",605762406,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66764",40656137,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66765",892382474,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66766",415054324,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66767",182254899,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66768",23689426,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66769",36591749,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66770",162633959,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66771",746631798,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66772",336543671,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66773",248449751,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66774",137328342,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66775",191214479,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66776",655861906,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66777",839576249,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66778",742863241,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66779",38315298,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66780",475292414,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66781",641535647,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66782",264383459,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66783",299748103,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66784",53479740,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66785",702428439,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66786",471973666,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66787",443640500,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66788",236565224,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66789",641722431,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66790",94855109,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66791",704483425,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66792",652077325,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66793",999370972,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66794",891378699,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66795",748212575,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66796",128089493,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66797",769933652,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66798",108512674,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66799",471481165,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66800",825139284,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66801",467941948,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66802",284344454,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66803",178094678,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66804",262857333,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66805",859001466,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66806",359794985,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66807",78462549,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66808",518406172,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66809",571088136,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66810",648575126,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66811",921932296,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66812",12464184,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66813",298390751,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66814",367055025,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66815",414949185,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66816",719443335,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66817",610993199,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66818",514062691,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66819",467067239,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66820",499167742,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66821",273453719,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66822",723239147,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66823",512488710,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66824",566431081,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66825",458198598,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66826",126886689,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66827",734498524,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66828",418282537,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66829",588615054,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66830",546192257,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66831",469001749,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66832",602526790,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66833",159099750,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66834",848630406,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66835",564811387,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66836",487615862,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66837",435238482,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66838",696646408,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66839",668407570,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66840",381535436,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66841",404924335,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66842",486337600,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66843",359764397,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66844",336060947,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66845",583149994,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66846",512040917,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66847",102664322,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66848",951619870,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66849",807792716,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66850",76523331,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66851",8864253,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66852",347822418,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66853",839957498,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66854",290623675,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66855",629858773,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66856",919773109,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66857",248131777,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66858",473640830,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66859",640509918,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66860",816427688,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66861",530727487,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66862",169510907,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66863",854994546,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66864",481478892,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66865",613643837,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66866",165597000,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66867",968674675,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66868",546470712,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66869",912392479,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66870",696902175,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66871",374606091,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1
"66872",802397763,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"66873",542997884,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"71146",302144302,0,1,2,1,2,4,NA,5,11,3,4,3,5,0,711524,12,0,NA
"71147",856792433,1,1,1,2,2,1,NA,1,4,1,2,3,5,0,490862,5,1,NA
"71148",270950740,1,1,2,1,2,3,NA,3,6,2,2,2,4,1,3017798,8,0,NA
"71149",578700236,2,2,3,4,4,4,NA,4,9,3,5,4,6,0,965731,11,0,NA
"71150",701035734,3,5,6,4,6,8,NA,2,6,1,3,2,5,0,522425,7,0,NA
"71151",877158342,2,3,4,3,4,5,NA,2,7,1,4,3,7,0,902895,8,1,NA
"71152",616790917,3,4,5,4,5,5,NA,2,8,1,5,4,6,0,881480,9,0,NA
"71153",785310610,1,2,3,3,3,5,NA,1,5,1,4,1,4,1,3307067,6,0,NA
"71154",525150342,1,2,2,2,2,2,NA,4,10,3,6,2,3,0,1035281,12,0,NA
"71155",196209206,2,3,4,3,4,5,NA,1,5,1,3,1,5,1,3125745,5,0,NA
"71156",309489202,0,0,0,1,1,2,NA,1,4,0,2,1,2,0,484021,6,0,NA
"71157",87595799,1,2,4,2,2,4,NA,5,10,4,5,1,2,0,947055,11,0,NA
"71161",155343725,2,4,4,3,5,5,NA,2,6,1,2,2,4,0,383220,8,0,NA
"71162",363427197,1,1,2,2,2,2,NA,5,12,4,6,2,4,0,1118706,14,0,NA
"71163",809932131,1,1,2,2,2,3,NA,2,5,2,3,2,5,0,654335,5,0,NA
"71164",889827531,0,1,2,0,2,2,NA,4,11,3,7,3,3,0,1334481,11,0,NA
"71165",459690768,2,3,3,3,4,3,NA,3,6,1,3,2,4,1,3169284,6,0,NA
"71166",93962291,1,3,5,3,4,6,NA,1,4,0,2,2,4,0,418851,5,0,NA
"71167",317047496,3,3,3,4,3,3,NA,4,10,3,5,2,4,1,3598390,11,0,NA
"71168",492168646,2,4,5,2,6,6,NA,4,11,3,6,2,3,1,3778006,11,0,NA
"71169",816998199,2,3,3,2,4,3,NA,2,6,2,3,3,4,0,532518,6,0,NA
"71170",759877775,2,4,5,3,5,5,NA,3,9,1,4,2,5,0,731819,11,0,NA
"71171",405206303,1,1,2,2,1,3,NA,1,6,1,4,1,3,0,723887,7,0,NA
"71172",47468265,2,3,4,3,5,4,NA,4,12,3,6,4,5,0,1055560,13,0,NA
"71173",29080405,2,2,3,3,4,4,NA,2,4,1,2,1,2,0,391957,5,0,NA
"71174",318162147,1,1,1,1,3,3,NA,2,6,1,3,3,5,0,583861,7,0,NA
"71175",632614517,0,1,2,2,1,3,NA,3,8,2,4,4,5,0,731424,9,0,NA
"71176",322177088,2,2,2,4,3,2,NA,0,4,0,3,1,2,0,558982,4,1,NA
"71177",904593998,1,3,5,2,3,6,NA,2,6,1,4,0,3,0,742561,6,0,NA
"71178",744133913,1,1,1,3,2,3,NA,3,9,2,5,2,3,0,955840,10,1,NA
"71241",717735702,2,3,3,3,4,4,NA,5,11,3,5,3,4,0,967098,10,0,NA
"71242",979080449,2,2,4,4,4,5,NA,2,4,1,2,4,7,0,399466,3,0,NA
"71243",815278690,1,2,2,1,3,2,NA,4,9,3,5,2,4,0,872693,8,0,NA
"71244",736895532,1,3,4,2,3,5,NA,4,8,2,3,2,4,0,595010,7,0,NA
"71245",272600287,3,5,6,5,5,7,NA,2,6,1,3,2,2,0,575798,5,0,NA
"71246",464076196,2,3,5,4,3,6,NA,2,6,2,4,2,4,0,835860,5,0,0
"71247",636875769,1,2,3,2,4,5,NA,3,10,2,6,2,4,0,1200248,10,0,0
"71248",66184138,1,2,3,2,4,4,NA,3,8,2,4,3,4,0,761710,8,0,0
"71249",599176422,1,2,2,1,2,3,NA,1,6,1,4,1,2,0,685237,6,0,0
"71258",902656261,1,1,1,3,2,2,NA,1,4,1,3,1,5,0,527914,3,0,0
"71259",570904162,0,1,2,1,2,3,NA,4,10,3,5,1,4,0,873624,9,0,0
"71260",576549454,2,4,6,4,4,7,NA,3,6,2,2,3,5,0,505139,5,0,0
"71261",966199487,0,2,2,1,3,2,NA,2,6,1,3,0,3,0,572594,6,0,0
"71262",609962840,2,4,5,4,5,5,NA,2,4,1,2,4,6,1,2982637,3,0,0
"71263",336897743,1,2,2,2,4,3,NA,3,9,2,5,3,4,0,892904,8,0,0
"71264",195201918,1,2,3,2,3,3,NA,5,13,3,6,3,4,0,1052776,12,0,0
"71265",35962430,1,2,3,1,2,3,NA,2,3,0,0,4,6,1,2583104,2,0,0
"71266",759032247,1,3,4,1,3,5,NA,4,9,3,5,3,6,0,868336,8,0,0
"71267",763052374,0,0,0,1,1,0,NA,4,10,2,5,3,5,0,917839,9,0,1
"71268",296620843,2,3,4,3,4,5,NA,5,12,3,6,1,3,1,3619286,11,0,1
"71269",187594949,1,3,4,2,4,6,NA,1,8,1,5,0,2,1,3434798,6,0,0
"71270",100108858,1,2,4,3,3,6,NA,1,5,1,2,1,4,0,516699,3,0,0
"71271",888243000,0,2,4,1,3,4,NA,3,9,2,5,3,5,0,862185,8,0,1
"71272",803398876,1,2,3,3,3,4,NA,1,6,1,4,2,3,0,739041,4,0,0
"71273",249854469,1,3,3,2,5,4,NA,4,10,3,5,4,5,0,904968,8,0,0
"71274",23680677,1,1,1,3,1,1,NA,4,13,3,7,3,4,0,1246538,11,0,0
"71275",467080924,0,1,2,1,1,3,NA,4,11,3,6,1,4,0,1036007,11,0,0
"71276",423151006,1,3,4,2,3,4,NA,2,6,1,3,3,3,1,3091549,6,0,0
"71277",532528020,3,3,5,5,4,5,NA,5,12,4,6,2,5,0,1027139,11,0,0
"71283",809525193,2,4,5,4,5,6,NA,2,7,2,3,2,5,0,545504,6,0,0
"71284",892747476,2,2,2,4,3,2,NA,4,9,3,4,2,5,0,704922,8,0,0
"71285",271521624,2,3,4,3,3,5,NA,5,13,4,7,3,5,0,1193774,12,0,1
"71286",314764912,2,4,4,3,5,6,NA,4,11,3,6,1,2,0,1087017,10,0,0
"71287",466026355,1,2,3,2,3,4,NA,2,8,2,5,2,3,1,3447244,8,0,0
"71288",839271446,2,4,5,2,6,5,NA,4,10,3,6,2,5,0,1019609,8,0,0
"71289",936409980,2,4,5,3,5,6,NA,0,2,0,1,2,4,0,198928,1,0,0
"71290",304125466,1,1,2,2,2,3,NA,0,3,0,2,1,5,0,396536,2,0,1
"71291",254036864,1,2,4,1,3,6,NA,3,9,3,5,4,6,0,1028144,8,0,0
"71292",375231276,0,1,2,0,1,2,NA,4,11,3,6,2,4,1,3564911,9,0,1
"71293",32481239,0,1,2,1,3,2,NA,1,8,1,5,2,4,1,3386883,7,0,0
